2020-02-01, 39.1, 22.2, 30.6, 0.04, 0.4
2020-02-02, 39.3, 22.3, 30.8, 0.04, 0.4
2020-02-03, 39.5, 22.4, 31.0, 0.04, 0.4
2020-02-04, 39.7, 22.6, 31.1, 0.04, 0.4
2020-02-05, 40.0, 22.7, 31.3, 0.04, 0.4
2020-02-06, 40.2, 22.9, 31.6, 0.04, 0.4
2020-02-07, 40.5, 23.1, 31.8, 0.04, 0.3
2020-02-08, 40.8, 23.3, 32.0, 0.05, 0.4
2020-02-09, 41.1, 23.5, 32.3, 0.04, 0.4
2020-02-10, 41.4, 23.7, 32.5, 0.04, 0.4
2020-02-11, 41.7, 24.0, 32.8, 0.04, 0.4
2020-02-12, 42.0, 24.2, 33.1, 0.05, 0.4
2020-02-13, 42.4, 24.5, 33.4, 0.04, 0.5
2020-02-14, 42.7, 24.7, 33.7, 0.05, 0.4
2020-02-15, 43.1, 25.0, 34.1, 0.04, 0.4
2020-02-16, 43.5, 25.3, 34.4, 0.05, 0.4
2020-02-17, 43.8, 25.6, 34.7, 0.04, 0.3
2020-02-18, 44.2, 25.9, 35.1, 0.05, 0.4
2020-02-19, 44.6, 26.3, 35.4, 0.04, 0.4
2020-02-20, 45.0, 26.6, 35.8, 0.05, 0.4
2020-02-21, 45.4, 26.9, 36.2, 0.05, 0.4
2020-02-22, 45.8, 27.2, 36.5, 0.04, 0.3
2020-02-23, 46.3, 27.6, 36.9, 0.05, 0.4
2020-02-24, 46.7, 27.9, 37.3, 0.05, 0.3
2020-02-25, 47.1, 28.3, 37.7, 0.05, 0.4
2020-02-26, 47.5, 28.6, 38.1, 0.05, 0.3
2020-02-27, 47.9, 29.0, 38.4, 0.05, 0.4
2020-02-28, 48.3, 29.3, 38.8, 0.05, 0.3
2020-03-01, 48.7, 29.6, 39.2, 0.05, 0.3
2020-03-02, 49.1, 30.0, 39.6, 0.05, 0.2
2020-03-03, 49.6, 30.3, 39.9, 0.05, 0.3
2020-03-04, 49.9, 30.6, 40.3, 0.05, 0.3
2020-03-05, 50.3, 30.9, 40.6, 0.06, 0.2
2020-03-06, 50.7, 31.3, 41.0, 0.05, 0.3
2020-03-07, 51.1, 31.6, 41.3, 0.05, 0.2
2020-03-08, 51.5, 31.9, 41.7, 0.05, 0.2
2020-03-09, 51.8, 32.2, 42.0, 0.05, 0.3
2020-03-10, 52.2, 32.4, 42.3, 0.06, 0.2
2020-03-11, 52.5, 32.7, 42.6, 0.05, 0.2
2020-03-12, 52.8, 33.0, 42.9, 0.05, 0.2
2020-03-13, 53.1, 33.2, 43.2, 0.06, 0.2
2020-03-14, 53.4, 33.5, 43.5, 0.05, 0.1
2020-03-15, 53.7, 33.7, 43.7, 0.06, 0.2
2020-03-16, 54.0, 33.9, 44.0, 0.06, 0.2
2020-03-17, 54.3, 34.1, 44.2, 0.06, 0.2
2020-03-18, 54.6, 34.4, 44.5, 0.06, 0.2
2020-03-19, 54.8, 34.5, 44.7, 0.06, 0.2
2020-03-20, 55.1, 34.7, 44.9, 0.06, 0.2
2020-03-21, 55.3, 34.9, 45.1, 0.06, 0.2
2020-03-22, 55.6, 35.1, 45.3, 0.06, 0.2
2020-03-23, 55.8, 35.3, 45.5, 0.07, 0.2
2020-03-24, 56.1, 35.4, 45.7, 0.06, 0.2
2020-03-25, 56.3, 35.6, 45.9, 0.07, 0.2
2020-03-26, 56.5, 35.8, 46.1, 0.06, 0.2
2020-03-27, 56.7, 35.9, 46.3, 0.06, 0.1
2020-03-28, 56.9, 36.1, 46.5, 0.07, 0.2
2020-03-29, 57.1, 36.2, 46.7, 0.06, 0.2
2020-03-30, 57.3, 36.4, 46.8, 0.06, 0.2
2020-03-31, 57.6, 36.5, 47.0, 0.07, 0.2
2020-04-01, 57.8, 36.6, 47.2, 0.06, 0.2
2020-04-02, 58.0, 36.8, 47.4, 0.07, 0.2
2020-04-03, 58.2, 36.9, 47.6, 0.06, 0.2
2020-04-04, 58.4, 37.1, 47.8, 0.06, 0.2
2020-04-05, 58.6, 37.3, 48.0, 0.07, 0.2
2020-04-06, 58.9, 37.4, 48.1, 0.07, 0.1
2020-04-07, 59.1, 37.6, 48.3, 0.07, 0.2
2020-04-08, 59.3, 37.8, 48.6, 0.06, 0.2
2020-04-09, 59.6, 37.9, 48.8, 0.07, 0.2
2020-04-10, 59.8, 38.1, 49.0, 0.07, 0.1
2020-04-11, 60.1, 38.3, 49.2, 0.07, 0.2
2020-04-12, 60.4, 38.5, 49.4, 0.06, 0.2
2020-04-13, 60.6, 38.7, 49.7, 0.07, 0.1
2020-04-14, 60.9, 38.9, 49.9, 0.06, 0.2
2020-04-15, 61.2, 39.1, 50.2, 0.07, 0.1
2020-04-16, 61.5, 39.4, 50.4, 0.06, 0.2
2020-04-17, 61.8, 39.6, 50.7, 0.07, 0.1
2020-04-18, 62.1, 39.8, 51.0, 0.06, 0.1
2020-04-19, 62.4, 40.1, 51.3, 0.07, 0.1
2020-04-20, 62.7, 40.3, 51.5, 0.06, 0.1
2020-04-21, 63.1, 40.6, 51.8, 0.07, 0.1
2020-04-22, 63.4, 40.9, 52.1, 0.07, 0.1
2020-04-23, 63.8, 41.1, 52.4, 0.06, 0.1
2020-04-24, 64.1, 41.4, 52.8, 0.06, 0.1
2020-04-25, 64.4, 41.7, 53.1, 0.07, 0.0
2020-04-26, 64.8, 42.0, 53.4, 0.07, 0.1
2020-04-27, 65.2, 42.3, 53.7, 0.07, 0.1
2020-04-28, 65.5, 42.6, 54.1, 0.07, 0.1
2020-04-29, 65.9, 42.9, 54.4, 0.07, 0.0
2020-04-30, 66.2, 43.2, 54.7, 0.07, 0.1
2020-05-01, 66.6, 43.5, 55.0, 0.07, 0.0
2020-05-02, 67.0, 43.8, 55.4, 0.08, 0.1
2020-05-03, 67.3, 44.1, 55.7, 0.07, 0.0
2020-05-04, 67.7, 44.4, 56.1, 0.06, 0.0
2020-05-05, 68.1, 44.7, 56.4, 0.07, 0.0
2020-05-06, 68.4, 45.0, 56.7, 0.07, 0.0
2020-05-07, 68.8, 45.3, 57.1, 0.07, 0.1
2020-05-08, 69.2, 45.6, 57.4, 0.07, 0.0
2020-05-09, 69.5, 45.9, 57.7, 0.07, 0.0
2020-05-10, 69.9, 46.2, 58.0, 0.06, 0.0
2020-05-11, 70.2, 46.5, 58.4, 0.07, 0.0
2020-05-12, 70.6, 46.8, 58.7, 0.06, 0.0
2020-05-13, 70.9, 47.1, 59.0, 0.07, 0.1
2020-05-14, 71.3, 47.3, 59.3, 0.06, 0.0
2020-05-15, 71.6, 47.6, 59.6, 0.07, 0.0
2020-05-16, 72.0, 47.9, 59.9, 0.06, 0.0
2020-05-17, 72.3, 48.2, 60.2, 0.06, 0.0
2020-05-18, 72.6, 48.4, 60.5, 0.06, 0.0
2020-05-19, 73.0, 48.7, 60.8, 0.06, 0.0
2020-05-20, 73.3, 49.0, 61.1, 0.07, 0.0
2020-05-21, 73.7, 49.2, 61.4, 0.06, 0.0
2020-05-22, 74.0, 49.5, 61.7, 0.06, 0.0
2020-05-23, 74.3, 49.8, 62.0, 0.06, 0.0
2020-05-24, 74.6, 50.0, 62.3, 0.06, 0.0
2020-05-25, 75.0, 50.3, 62.6, 0.05, 0.0
2020-05-26, 75.3, 50.5, 62.9, 0.06, 0.0
2020-05-27, 75.7, 50.8, 63.2, 0.05, 0.0
2020-05-28, 76.0, 51.0, 63.5, 0.06, 0.0
2020-05-29, 76.3, 51.3, 63.8, 0.05, 0.0
2020-05-30, 76.7, 51.5, 64.1, 0.06, 0.0
2020-05-31, 77.0, 51.8, 64.4, 0.05, 0.0
2020-06-01, 77.4, 52.1, 64.7, 0.05, 0.0
2020-06-02, 77.7, 52.3, 65.0, 0.05, 0.0
2020-06-03, 78.1, 52.6, 65.3, 0.05, 0.0
2020-06-04, 78.4, 52.9, 65.6, 0.05, 0.0
2020-06-05, 78.8, 53.1, 66.0, 0.05, 0.0
2020-06-06, 79.2, 53.4, 66.3, 0.04, 0.0
2020-06-07, 79.5, 53.7, 66.6, 0.05, 0.0
2020-06-08, 79.9, 54.0, 67.0, 0.04, 0.0
2020-06-09, 80.3, 54.3, 67.3, 0.04, 0.0
2020-06-10, 80.7, 54.6, 67.6, 0.04, 0.0
2020-06-11, 81.1, 54.9, 68.0, 0.04, 0.0
2020-06-12, 81.5, 55.2, 68.3, 0.04, 0.0
2020-06-13, 81.9, 55.5, 68.7, 0.03, 0.0
2020-06-14, 82.3, 55.8, 69.0, 0.04, 0.0
2020-06-15, 82.7, 56.1, 69.4, 0.03, 0.0
2020-06-16, 83.1, 56.4, 69.8, 0.03, 0.0
2020-06-17, 83.5, 56.8, 70.2, 0.03, 0.0
2020-06-18, 84.0, 57.1, 70.5, 0.03, 0.0
2020-06-19, 84.4, 57.4, 70.9, 0.03, 0.0
2020-06-20, 84.8, 57.8, 71.3, 0.03, 0.0
2020-06-21, 85.2, 58.1, 71.7, 0.02, 0.0
2020-06-22, 85.6, 58.4, 72.0, 0.02, 0.0
2020-06-23, 86.1, 58.8, 72.4, 0.03, 0.0
2020-06-24, 86.5, 59.1, 72.8, 0.02, 0.0
2020-06-25, 86.9, 59.5, 73.2, 0.02, 0.0
2020-06-26, 87.3, 59.8, 73.5, 0.02, 0.0
2020-06-27, 87.7, 60.1, 73.9, 0.01, 0.0
2020-06-28, 88.1, 60.5, 74.3, 0.02, 0.0
2020-06-29, 88.5, 60.8, 74.6, 0.01, 0.0
2020-06-30, 88.9, 61.1, 75.0, 0.02, 0.0
2020-07-01, 89.2, 61.5, 75.3, 0.02, 0.0
2020-07-02, 89.6, 61.8, 75.7, 0.01, 0.0
2020-07-03, 89.9, 62.1, 76.0, 0.02, 0.0
2020-07-04, 90.3, 62.4, 76.3, 0.01, 0.0
2020-07-05, 90.6, 62.7, 76.6, 0.01, 0.0
2020-07-06, 90.9, 63.0, 76.9, 0.02, 0.0
2020-07-07, 91.2, 63.2, 77.2, 0.01, 0.0
2020-07-08, 91.5, 63.5, 77.5, 0.02, 0.0
2020-07-09, 91.8, 63.8, 77.8, 0.02, 0.0
2020-07-10, 92.1, 64.0, 78.0, 0.01, 0.0
2020-07-11, 92.3, 64.3, 78.3, 0.02, 0.0
2020-07-12, 92.5, 64.5, 78.5, 0.02, 0.0
2020-07-13, 92.7, 64.7, 78.7, 0.02, 0.0
2020-07-14, 92.9, 64.9, 78.9, 0.02, 0.0
2020-07-15, 93.1, 65.1, 79.1, 0.03, 0.0
2020-07-16, 93.3, 65.2, 79.2, 0.02, 0.0
2020-07-17, 93.4, 65.4, 79.4, 0.02, 0.0
2020-07-18, 93.5, 65.5, 79.5, 0.03, 0.0
2020-07-19, 93.6, 65.7, 79.6, 0.02, 0.0
2020-07-20, 93.7, 65.8, 79.7, 0.02, 0.0
2020-07-21, 93.8, 65.9, 79.8, 0.03, 0.0
2020-07-22, 93.9, 66.0, 79.9, 0.02, 0.0
2020-07-23, 93.9, 66.0, 80.0, 0.02, 0.0
2020-07-24, 93.9, 66.1, 80.0, 0.02, 0.0
2020-07-25, 93.9, 66.1, 80.0, 0.02, 0.0
2020-07-26, 93.9, 66.2, 80.0, 0.02, 0.0
2020-07-27, 93.9, 66.2, 80.0, 0.02, 0.0
2020-07-28, 93.9, 66.2, 80.0, 0.03, 0.0
2020-07-29, 93.8, 66.1, 80.0, 0.02, 0.0
2020-07-30, 93.7, 66.1, 79.9, 0.02, 0.0
2020-07-31, 93.7, 66.1, 79.9, 0.02, 0.0
2020-08-01, 93.6, 66.0, 79.8, 0.02, 0.0
2020-08-02, 93.5, 66.0, 79.7, 0.02, 0.0
2020-08-03, 93.3, 65.9, 79.6, 0.02, 0.0
2020-08-04, 93.2, 65.8, 79.5, 0.02, 0.0
2020-08-05, 93.1, 65.7, 79.4, 0.02, 0.0
2020-08-06, 92.9, 65.6, 79.2, 0.02, 0.0
2020-08-07, 92.8, 65.4, 79.1, 0.03, 0.0
2020-08-08, 92.6, 65.3, 78.9, 0.02, 0.0
2020-08-09, 92.4, 65.1, 78.8, 0.02, 0.0
2020-08-10, 92.2, 65.0, 78.6, 0.02, 0.0
2020-08-11, 92.0, 64.8, 78.4, 0.02, 0.0
2020-08-12, 91.8, 64.6, 78.2, 0.02, 0.0
2020-08-13, 91.6, 64.4, 78.0, 0.02, 0.0
2020-08-14, 91.3, 64.2, 77.8, 0.01, 0.0
2020-08-15, 91.1, 64.0, 77.6, 0.02, 0.0
2020-08-16, 90.9, 63.8, 77.3, 0.02, 0.0
2020-08-17, 90.6, 63.6, 77.1, 0.02, 0.0
2020-08-18, 90.3, 63.3, 76.8, 0.02, 0.0
2020-08-19, 90.1, 63.1, 76.6, 0.02, 0.0
2020-08-20, 89.8, 62.8, 76.3, 0.03, 0.0
2020-08-21, 89.5, 62.5, 76.0, 0.02, 0.0
2020-08-22, 89.2, 62.3, 75.7, 0.02, 0.0
2020-08-23, 88.9, 62.0, 75.4, 0.02, 0.0
2020-08-24, 88.6, 61.7, 75.1, 0.03, 0.0
2020-08-25, 88.2, 61.4, 74.8, 0.02, 0.0
2020-08-26, 87.9, 61.0, 74.5, 0.03, 0.0
2020-08-27, 87.6, 60.7, 74.1, 0.02, 0.0
2020-08-28, 87.2, 60.4, 73.8, 0.03, 0.0
2020-08-29, 86.9, 60.0, 73.5, 0.03, 0.0
2020-08-30, 86.5, 59.7, 73.1, 0.03, 0.0
2020-08-31, 86.1, 59.3, 72.7, 0.03, 0.0
2020-09-01, 85.7, 59.0, 72.4, 0.03, 0.0
2020-09-02, 85.3, 58.6, 72.0, 0.03, 0.0
2020-09-03, 84.9, 58.2, 71.6, 0.03, 0.0
2020-09-04, 84.5, 57.8, 71.2, 0.03, 0.0
2020-09-05, 84.1, 57.4, 70.8, 0.03, 0.0
2020-09-06, 83.7, 57.1, 70.4, 0.04, 0.0
2020-09-07, 83.3, 56.6, 70.0, 0.03, 0.0
2020-09-08, 82.8, 56.2, 69.5, 0.03, 0.0
2020-09-09, 82.4, 55.8, 69.1, 0.04, 0.0
2020-09-10, 81.9, 55.4, 68.7, 0.03, 0.0
2020-09-11, 81.5, 55.0, 68.2, 0.04, 0.0
2020-09-12, 81.0, 54.6, 67.8, 0.04, 0.0
2020-09-13, 80.5, 54.1, 67.3, 0.04, 0.0
2020-09-14, 80.1, 53.7, 66.9, 0.04, 0.0
2020-09-15, 79.6, 53.3, 66.4, 0.04, 0.0
2020-09-16, 79.1, 52.8, 66.0, 0.04, 0.0
2020-09-17, 78.6, 52.4, 65.5, 0.05, 0.0
2020-09-18, 78.1, 51.9, 65.0, 0.04, 0.0
2020-09-19, 77.6, 51.5, 64.6, 0.04, 0.0
2020-09-20, 77.1, 51.1, 64.1, 0.05, 0.0
2020-09-21, 76.6, 50.6, 63.6, 0.05, 0.0
2020-09-22, 76.1, 50.2, 63.2, 0.04, 0.0
2020-09-23, 75.6, 49.8, 62.7, 0.05, 0.0
2020-09-24, 75.1, 49.4, 62.2, 0.05, 0.0
2020-09-25, 74.6, 48.9, 61.8, 0.05, 0.0
2020-09-26, 74.1, 48.5, 61.3, 0.04, 0.0
2020-09-27, 73.6, 48.1, 60.9, 0.05, 0.0
2020-09-28, 73.2, 47.7, 60.4, 0.04, 0.0
2020-09-29, 72.7, 47.3, 60.0, 0.05, 0.0
2020-09-30, 72.2, 46.9, 59.5, 0.05, 0.0
2020-10-01, 71.7, 46.5, 59.1, 0.05, 0.0
2020-10-02, 71.2, 46.1, 58.7, 0.04, 0.0
2020-10-03, 70.7, 45.7, 58.2, 0.05, 0.0
2020-10-04, 70.2, 45.3, 57.8, 0.05, 0.0
2020-10-05, 69.8, 45.0, 57.4, 0.05, 0.1
2020-10-06, 69.3, 44.6, 56.9, 0.04, 0.0
2020-10-07, 68.8, 44.2, 56.5, 0.05, 0.0
2020-10-08, 68.4, 43.9, 56.1, 0.05, 0.0
2020-10-09, 67.9, 43.5, 55.7, 0.04, 0.0
2020-10-10, 67.4, 43.2, 55.3, 0.05, 0.1
2020-10-11, 67.0, 42.9, 54.9, 0.05, 0.0
2020-10-12, 66.5, 42.5, 54.5, 0.04, 0.0
2020-10-13, 66.1, 42.2, 54.1, 0.05, 0.1
2020-10-14, 65.6, 41.9, 53.7, 0.05, 0.0
2020-10-15, 65.2, 41.5, 53.3, 0.05, 0.0
2020-10-16, 64.7, 41.2, 53.0, 0.05, 0.1
2020-10-17, 64.3, 40.9, 52.6, 0.05, 0.0
2020-10-18, 63.8, 40.6, 52.2, 0.05, 0.1
2020-10-19, 63.4, 40.3, 51.8, 0.05, 0.0
2020-10-20, 62.9, 40.0, 51.4, 0.05, 0.1
2020-10-21, 62.4, 39.6, 51.0, 0.05, 0.0
2020-10-22, 62.0, 39.3, 50.7, 0.05, 0.1
2020-10-23, 61.5, 39.0, 50.3, 0.04, 0.0
2020-10-24, 61.1, 38.7, 49.9, 0.05, 0.1
2020-10-25, 60.6, 38.4, 49.5, 0.05, 0.1
2020-10-26, 60.1, 38.0, 49.1, 0.06, 0.0
2020-10-27, 59.6, 37.7, 48.7, 0.05, 0.1
2020-10-28, 59.1, 37.4, 48.3, 0.05, 0.1
2020-10-29, 58.7, 37.1, 47.9, 0.05, 0.1
2020-10-30, 58.2, 36.7, 47.4, 0.06, 0.1
2020-10-31, 57.7, 36.4, 47.0, 0.05, 0.1
2020-11-01, 57.2, 36.0, 46.6, 0.05, 0.1
2020-11-02, 56.7, 35.7, 46.2, 0.05, 0.1
2020-11-03, 56.1, 35.3, 45.7, 0.05, 0.2
2020-11-04, 55.6, 35.0, 45.3, 0.05, 0.1
2020-11-05, 55.1, 34.6, 44.8, 0.05, 0.1
2020-11-06, 54.6, 34.2, 44.4, 0.05, 0.2
2020-11-07, 54.0, 33.9, 43.9, 0.05, 0.1
2020-11-08, 53.5, 33.5, 43.5, 0.05, 0.2
2020-11-09, 52.9, 33.1, 43.0, 0.05, 0.2
2020-11-10, 52.4, 32.7, 42.5, 0.05, 0.1
2020-11-11, 51.8, 32.3, 42.1, 0.05, 0.2
2020-11-12, 51.3, 31.9, 41.6, 0.05, 0.3
2020-11-13, 50.7, 31.5, 41.1, 0.05, 0.2
2020-11-14, 50.2, 31.2, 40.7, 0.05, 0.2
2020-11-15, 49.6, 30.8, 40.2, 0.05, 0.3
2020-11-16, 49.0, 30.4, 39.7, 0.04, 0.3
2020-11-17, 48.5, 30.0, 39.2, 0.05, 0.3
2020-11-18, 47.9, 29.6, 38.8, 0.05, 0.2
2020-11-19, 47.4, 29.2, 38.3, 0.05, 0.3
2020-11-20, 46.9, 28.8, 37.8, 0.05, 0.4
2020-11-21, 46.3, 28.4, 37.4, 0.04, 0.3
2020-11-22, 45.8, 28.1, 36.9, 0.05, 0.3
2020-11-23, 45.3, 27.7, 36.5, 0.05, 0.3
2020-11-24, 44.8, 27.3, 36.0, 0.05, 0.4
2020-11-25, 44.3, 27.0, 35.6, 0.04, 0.4
2020-11-26, 43.8, 26.6, 35.2, 0.05, 0.3
2020-11-27, 43.3, 26.3, 34.8, 0.04, 0.4
2020-11-28, 42.8, 26.0, 34.4, 0.05, 0.3
2020-11-29, 42.4, 25.6, 34.0, 0.04, 0.4
2020-11-30, 42.0, 25.3, 33.7, 0.05, 0.4
2020-12-01, 41.5, 25.0, 33.3, 0.05, 0.4
2020-12-02, 41.1, 24.8, 33.0, 0.05, 0.4
2020-12-03, 40.8, 24.5, 32.6, 0.04, 0.4
2020-12-04, 40.4, 24.2, 32.3, 0.05, 0.4
2020-12-05, 40.0, 24.0, 32.0, 0.05, 0.4
2020-12-06, 39.7, 23.8, 31.7, 0.05, 0.4
2020-12-07, 39.4, 23.5, 31.5, 0.04, 0.4
2020-12-08, 39.1, 23.3, 31.2, 0.05, 0.4
2020-12-09, 38.8, 23.1, 31.0, 0.04, 0.4
2020-12-10, 38.6, 23.0, 30.8, 0.05, 0.4
2020-12-11, 38.3, 22.8, 30.6, 0.04, 0.4
2020-12-12, 38.1, 22.7, 30.4, 0.05, 0.5
2020-12-13, 37.9, 22.5, 30.2, 0.05, 0.4
2020-12-14, 37.7, 22.4, 30.1, 0.04, 0.4
2020-12-15, 37.5, 22.3, 29.9, 0.05, 0.4
2020-12-16, 37.4, 22.2, 29.8, 0.04, 0.4
2020-12-17, 37.2, 22.1, 29.7, 0.05, 0.5
2020-12-18, 37.1, 22.0, 29.6, 0.04, 0.4
2020-12-19, 37.0, 21.9, 29.5, 0.05, 0.4
2020-12-20, 36.9, 21.9, 29.4, 0.04, 0.4
2020-12-21, 36.8, 21.8, 29.3, 0.05, 0.5
2020-12-22, 36.8, 21.8, 29.3, 0.04, 0.4
2020-12-23, 36.7, 21.7, 29.2, 0.05, 0.4
2020-12-24, 36.7, 21.7, 29.2, 0.04, 0.5
2020-12-25, 36.6, 21.7, 29.2, 0.05, 0.4
2020-12-26, 36.6, 21.7, 29.1, 0.04, 0.5
2020-12-27, 36.6, 21.6, 29.1, 0.05, 0.5
2020-12-28, 36.6, 21.6, 29.1, 0.04, 0.5
2020-12-29, 36.6, 21.6, 29.1, 0.05, 0.4
2020-12-30, 36.6, 21.6, 29.1, 0.04, 0.5
2020-12-31, 36.6, 21.6, 29.1, 0.04, 0.4
